Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,g5,"621,902.633",GPU instance,111.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,4.00 GiB/vCPU,1,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,900 GB NVMe SSD,Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,65000 IOPS,16000 Mbps,2000 MB/s,65000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.448 hourly,$1.5422 hourly,$0.9094 hourly,$0.9465 hourly,$3.2416 hourly,$2.3358 hourly,$1.255 hourly,$1.3231 hourly,$2.573 hourly,$1.6022 hourly,$1.0344 hourly,$1.1025 hourly,$3.92 hourly,$1.5422 hourly,$1.922 hourly,$1.9252 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$0.612 hourly,current,Ampere,26.0°C,Yes,3.70x,58.0W,58.0W,1710 MHz,1710 MHz,6251 MHz,1500 MHz
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,gr6,"644,316.923",GPU instance,134.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,1,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R32,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4464 hourly,$1.5926 hourly,$0.8209 hourly,$1.1582 hourly,$3.24 hourly,$1.9382 hourly,$1.1665 hourly,$1.6242 hourly,$2.5714 hourly,$1.6525 hourly,$0.9459 hourly,$1.4036 hourly,$3.9184 hourly,$3.0646 hourly,$1.9345 hourly,$2.1336 hourly,,,,,,,,,,,,,,,>20%,$0.6116 hourly,current,Ada Lovelace,41.0°C,Yes,4.45x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz
R7A Eight Extra Large,r7a.8xlarge,r7a,"1,076,112.543",Memory optimized,284.0 fps,256 GiB,5600 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 9R14 Processor,Up to 3.7 GHz,,,,,EBS only,,,x86_64,12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4344 hourly,$1.6104 hourly,$0.8039 hourly,$0.885 hourly,$3.228 hourly,$1.956 hourly,$1.1495 hourly,$1.3953 hourly,$2.5594 hourly,$1.6703 hourly,$0.9289 hourly,$1.1747 hourly,$3.9064 hourly,$3.0824 hourly,$1.9147 hourly,$1.9179 hourly,$16.067 hourly,$10.628 hourly,$4.4472 hourly,$3.6232 hourly,$7.7464 hourly,$6.9224 hourly,$15.9064 hourly,$15.0824 hourly,$2.9752 hourly,$2.1512 hourly,$6.2744 hourly,$5.4504 hourly,$14.4344 hourly,$13.6104 hourly,15-20%,$0.6086 hourly,current,,,No,9.46x,,,,,,
C6ID 12xlarge Extra Large,c6id.12xlarge,c6id,,Compute optimized,,96 GiB,,,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,2850 GB (2×1425 GB NVMe SSD),Yes,Yes,x86_64,18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4192 hourly,$1.5246 hourly,$0.9484 hourly,$1.009 hourly,$3.6096 hourly,$2.715 hourly,$1.4668 hourly,$1.5764 hourly,$2.5442 hourly,$1.5846 hourly,$1.0734 hourly,$1.183 hourly,$4.6272 hourly,$3.7326 hourly,$2.6516 hourly,$2.6525 hourly,$5.984 hourly,$3.958 hourly,$5.4384 hourly,$4.5438 hourly,$10.3872 hourly,$9.4926 hourly,$22.6272 hourly,$21.7326 hourly,$3.2304 hourly,$2.3358 hourly,$8.1792 hourly,$7.2846 hourly,$20.4192 hourly,$19.5246 hourly,>20%,$0.6048 hourly,current,,,,,,,,,,
M7I 12xlarge Extra Large,m7i.12xlarge,m7i,"1,068,011.57",General purpose,235.0 fps,192 GiB,4800 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4192 hourly,$1.6003 hourly,$0.821 hourly,$0.8823 hourly,$3.6096 hourly,$2.1187 hourly,$1.3394 hourly,$1.4975 hourly,$2.5442 hourly,$1.6602 hourly,$0.946 hourly,$1.1041 hourly,$4.6272 hourly,$3.8083 hourly,$2.6502 hourly,$2.651 hourly,$10.644 hourly,$7.041 hourly,$5.4384 hourly,$4.6195 hourly,$10.3872 hourly,$9.5683 hourly,$22.6272 hourly,$21.8083 hourly,$3.2304 hourly,$2.4115 hourly,$8.1792 hourly,$7.3603 hourly,$20.4192 hourly,$19.6003 hourly,>20%,$0.6048 hourly,current,,,No,7.83x,,,,,,
R6G 12xlarge Extra Large,r6g.12xlarge,r6g,"926,402.47",Memory optimized,173.0 fps,384 GiB,,No,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,20 Gigabit,14250 Mbps,1781.25 MB/s,50000 IOPS,14250 Mbps,1781.25 MB/s,50000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4192 hourly,$1.5241 hourly,$0.5291 hourly,$0.721 hourly,$3.6096 hourly,$2.7145 hourly,$1.0475 hourly,$1.3651 hourly,$2.5442 hourly,$1.5841 hourly,$0.6541 hourly,$0.9717 hourly,,,,,$3.548 hourly,$2.235 hourly,,,,,,,,,,,,,5-10%,$0.6048 hourly,current,,,No,5.74x,,,,,,
R6ID Eight Extra Large,r6id.8xlarge,r6id,,Memory optimized,,256 GiB,,,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,1900 GB NVMe SSD,Yes,Yes,x86_64,12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.4192 hourly,$1.5204 hourly,$1.2065 hourly,$1.2756 hourly,$3.2128 hourly,$2.314 hourly,$1.5521 hourly,$1.6821 hourly,$2.5442 hourly,$1.5803 hourly,$1.3315 hourly,$1.4615 hourly,$3.8912 hourly,$1.5204 hourly,$1.9155 hourly,$1.9156 hourly,$8.87 hourly,$5.868 hourly,$4.432 hourly,$3.5332 hourly,$7.7312 hourly,$6.8324 hourly,$15.8912 hourly,$14.9924 hourly,$2.96 hourly,$2.0612 hourly,$6.2592 hourly,$5.3604 hourly,$14.4192 hourly,$13.5204 hourly,>20%,$0.6048 hourly,current,,,,,,,,,,
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,m8i-flex,"1,114,464.825",General purpose,262.0 fps,192 GiB,7200 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 22.5 Gigabit,7500 Mbps,937.5 MB/s,30000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,600,12,Yes,Yes,Yes,Yes,Unknown,No,,$2.4132 hourly,,$0.8947 hourly,$0.9805 hourly,$3.6036 hourly,,$1.4131 hourly,$1.5665 hourly,$2.5382 hourly,,$1.0197 hourly,$1.1731 hourly,$4.5108 hourly,,$2.5385 hourly,$2.5401 hourly,$22.353 hourly,,$5.322 hourly,,$10.2708 hourly,,$22.5108 hourly,,$3.2244 hourly,,$8.1732 hourly,,$20.4132 hourly,,10-15%,,current,,,No,8.72x,,,,,,
R5B Eight Extra Large,r5b.8xlarge,r5b,,Memory optimized,,256 GiB,,,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,10 Gigabit,20000 Mbps,2500 MB/s,86667 IOPS,20000 Mbps,2500 MB/s,86667 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.384 hourly,$1.5019 hourly,$1.0834 hourly,$1.2501 hourly,$3.1776 hourly,$1.8475 hourly,$1.429 hourly,$1.7392 hourly,$2.509 hourly,$1.5619 hourly,$1.2084 hourly,$1.5186 hourly,$3.856 hourly,$2.9739 hourly,$1.9091 hourly,$1.9094 hourly,$6.653 hourly,$4.191 hourly,$4.3968 hourly,$3.5147 hourly,$7.696 hourly,$6.8139 hourly,$15.856 hourly,$14.9739 hourly,$2.9248 hourly,$2.0427 hourly,$6.224 hourly,$5.3419 hourly,$14.384 hourly,$13.5019 hourly,<5%,$0.27 hourly,current,,,,,,,,,,
R5N Eight Extra Large,r5n.8xlarge,r5n,"448,514.296",Memory optimized,135.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,6800 Mbps,850 MB/s,30000 IOPS,6800 Mbps,850 MB/s,30000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.384 hourly,$1.502 hourly,$1.242 hourly,$1.3137 hourly,$3.178 hourly,$2.296 hourly,$1.588 hourly,$1.7897 hourly,$2.509 hourly,$1.562 hourly,$1.367 hourly,$1.5687 hourly,$3.856 hourly,$2.974 hourly,$1.9077 hourly,$1.9088 hourly,$6.653 hourly,$4.191 hourly,$4.397 hourly,$3.515 hourly,$7.696 hourly,$6.814 hourly,$15.856 hourly,$14.974 hourly,$2.925 hourly,$2.043 hourly,$6.224 hourly,$5.342 hourly,$14.384 hourly,$13.502 hourly,15-20%,$0.27 hourly,current,,,No,4.49x,,,,,,
C8GD 12xlarge Extra Large,c8gd.12xlarge,c8gd,,Compute optimized,,96 GiB,,,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,2850 GB (3×950 GB NVMe SSD),Yes,Yes,arm64,22.5 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,No,,$2.3515 hourly,,$0.5017 hourly,$0.7522 hourly,$3.5419 hourly,,$1.0201 hourly,$1.4005 hourly,$2.4765 hourly,,$0.6267 hourly,$1.0071 hourly,,,,,$8.423 hourly,$5.55 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
R8GD Eight Extra Large,r8gd.8xlarge,r8gd,,Memory optimized,,256 GiB,,,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,No,,$2.3514 hourly,,$0.8508 hourly,$0.9491 hourly,$3.145 hourly,,$1.1964 hourly,$1.3951 hourly,$2.4764 hourly,,$0.9758 hourly,$1.1745 hourly,,,,,$15.519 hourly,$8.23 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
M8GB Eight Extra Large,m8gb.8xlarge,m8gb,"1,015,873.016",General purpose,218.0 fps,128 GiB,,No,,,,,,,,0 units,32 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.8 GHz,,,,,EBS only,,,arm64,66.66 Gigabit,50000 Mbps,6250 MB/s,240000 IOPS,50000 Mbps,6250 MB/s,240000 IOPS,Yes,300,10,Yes,Yes,Yes,Yes,Unknown,No,,$2.328 hourly,,$1.133 hourly,$1.18 hourly,$3.1216 hourly,,$1.4786 hourly,$1.5857 hourly,$2.453 hourly,,$1.258 hourly,$1.3651 hourly,,,,,$15.365 hourly,$6.27 hourly,,,,,,,,,,,,,<5%,,current,,,No,7.27x,,,,,,
M8GN Eight Extra Large,m8gn.8xlarge,m8gn,"998,050.682",Compute optimized,186.0 fps,128 GiB,,No,,,,,,,,0 units,32 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.8 GHz,,,,,EBS only,,,arm64,100 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,300,10,Yes,Yes,Yes,Yes,Unknown,No,,$2.328 hourly,,$0.9559 hourly,$1.0582 hourly,$3.1216 hourly,,$1.3015 hourly,$1.4583 hourly,$2.453 hourly,,$1.0809 hourly,$1.2377 hourly,,,,,$9.479 hourly,$6.27 hourly,,,,,,,,,,,,,<5%,,current,,,No,6.18x,,,,,,
C7G 16xlarge Extra Large,c7g.16xlarge,c7g,"1,611,786.186",Compute optimized,242.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.32 hourly,$1.5288 hourly,$0.5987 hourly,$0.74 hourly,$3.9072 hourly,$2.22 hourly,$1.2899 hourly,$1.4825 hourly,$2.445 hourly,$1.5888 hourly,$0.7237 hourly,$0.9163 hourly,,,,,$7.656 hourly,$5.045 hourly,,,,,,,,,,,,,<5%,$0.58 hourly,current,,,No,8.06x,,,,,,
C7G Metal,c7g.metal,c7g,"1,533,852.606",Compute optimized,245.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$2.32 hourly,$1.5288 hourly,$0.5747 hourly,$0.9065 hourly,$3.9072 hourly,$2.22 hourly,$1.2659 hourly,$1.8793 hourly,$2.445 hourly,$1.5887 hourly,$0.6997 hourly,$1.3131 hourly,,,,,$7.656 hourly,$5.045 hourly,,,,,,,,,,,,,<5%,,current,,,No,8.17x,,,,,,
IS4GEN Quadruple Extra Large,is4gen.4xlarge,is4gen,"312,723.956",Storage optimized,94.0 fps,96 GiB,,No,,,,,,,,0 units,16 vCPUs,6.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,15000 GB (2×7500 GB NVMe SSD),Yes,Yes,arm64,25 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.3052 hourly,$1.5722 hourly,$0.5654 hourly,$0.8901 hourly,$2.702 hourly,$1.745 hourly,$0.7382 hourly,$1.4011 hourly,$2.4302 hourly,$1.6322 hourly,$0.6904 hourly,$1.3533 hourly,,,,,,,,,,,,,,,,,,,<5%,$0.5763 hourly,current,,,No,3.12x,,,,,,
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,c5d,"786,691.797",Compute optimized,178.0 fps,96 GiB,2933 MT/s,No,,,,,,,,188 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,3.9167 units,Intel Xeon Platinum 8275L,3.4 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.304 hourly,$1.452 hourly,$0.6692 hourly,$0.8316 hourly,$3.494 hourly,$2.642 hourly,$1.1872 hourly,$1.4316 hourly,$2.404 hourly,$1.485 hourly,$0.7692 hourly,$1.0136 hourly,$4.512 hourly,$3.66 hourly,$2.6293 hourly,$2.6303 hourly,$3.802 hourly,$2.121 hourly,$5.323 hourly,$4.471 hourly,$10.272 hourly,$9.42 hourly,$22.512 hourly,$21.66 hourly,$3.115 hourly,$2.263 hourly,$8.064 hourly,$7.212 hourly,$20.304 hourly,$19.452 hourly,>20%,$0.27 hourly,current,,,No,5.94x,,,,,,
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,m5,"680,239.974",General purpose,157.0 fps,192 GiB,3200 MT/s,No,,,,,,,,168 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.5000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.304 hourly,$1.452 hourly,$0.9318 hourly,$1.0231 hourly,$3.494 hourly,$2.642 hourly,$1.4498 hourly,$1.6056 hourly,$2.404 hourly,$1.485 hourly,$1.0318 hourly,$1.1876 hourly,$4.512 hourly,$3.66 hourly,$2.6304 hourly,$2.6304 hourly,$5.069 hourly,$3.193 hourly,$5.323 hourly,$4.471 hourly,$10.272 hourly,$9.42 hourly,$22.512 hourly,$21.66 hourly,$3.115 hourly,$2.263 hourly,$8.064 hourly,$7.212 hourly,$20.304 hourly,$19.452 hourly,5-10%,$0.27 hourly,current,,,No,5.23x,,,,,,
M6I 12xlarge Extra Large,m6i.12xlarge,m6i,"808,352.981",General purpose,215.0 fps,192 GiB,3200 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.304 hourly,$1.5241 hourly,$0.7919 hourly,$0.8575 hourly,$3.4944 hourly,$2.0425 hourly,$1.3103 hourly,$1.4168 hourly,$2.429 hourly,$1.5841 hourly,$0.9169 hourly,$1.0234 hourly,$4.512 hourly,$3.7321 hourly,$2.6268 hourly,$2.6292 hourly,$6.758 hourly,$4.471 hourly,$5.3232 hourly,$4.5433 hourly,$10.272 hourly,$9.4921 hourly,$22.512 hourly,$21.7321 hourly,$3.1152 hourly,$2.3353 hourly,$8.064 hourly,$7.2841 hourly,$20.304 hourly,$19.5241 hourly,15-20%,$0.576 hourly,current,,,No,7.17x,,,,,,
R5D Eight Extra Large,r5d.8xlarge,r5d,"467,085.097",Memory optimized,133.0 fps,256 GiB,2666 MT/s,No,,,,,,,,128 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,4.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,1200 GB (2×600 GB NVMe SSD),Yes,Yes,x86_64,10 Gigabit,6800 Mbps,850 MB/s,30000 IOPS,6800 Mbps,850 MB/s,30000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.304 hourly,$1.452 hourly,$1.1256 hourly,$1.2515 hourly,$3.098 hourly,$1.797 hourly,$1.4716 hourly,$1.6927 hourly,$2.429 hourly,$1.512 hourly,$1.2506 hourly,$1.4717 hourly,$3.776 hourly,$2.924 hourly,$1.8924 hourly,$1.8936 hourly,$6.653 hourly,$4.191 hourly,$4.317 hourly,$3.464 hourly,$7.616 hourly,$6.764 hourly,$15.776 hourly,$14.924 hourly,$2.845 hourly,$1.992 hourly,$6.144 hourly,$5.292 hourly,$14.304 hourly,$13.452 hourly,10-15%,$0.27 hourly,current,,,No,4.41x,,,,,,
M7I-FLEX 12xlarge Extra Large,m7i-flex.12xlarge,m7i-flex,"968,620.724",General purpose,227.0 fps,192 GiB,4800 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 18.75 Gigabit,7500 Mbps,937.5 MB/s,30000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,No,,$2.2982 hourly,$1.5202 hourly,$0.6117 hourly,$0.7695 hourly,$3.4886 hourly,$2.0386 hourly,$1.1301 hourly,$1.3936 hourly,$2.4232 hourly,$1.5801 hourly,$0.7367 hourly,$1.0002 hourly,$4.5062 hourly,$3.7282 hourly,$2.5412 hourly,$2.6066 hourly,$10.644 hourly,$7.041 hourly,$5.3174 hourly,$4.5394 hourly,$10.2662 hourly,$9.4882 hourly,$22.5062 hourly,$21.7282 hourly,$3.1094 hourly,$2.3314 hourly,$8.0582 hourly,$7.2802 hourly,$20.2982 hourly,$19.5202 hourly,>20%,,current,,,No,7.55x,,,,,,
G3 Graphics GPU Eight Extra Large,g3.8xlarge,g3,,GPU instance,,244 GiB,,,,,,,,,,97 units,32 vCPUs,7.63 GiB/vCPU,2,NVIDIA Tesla M60,16 GiB,5.2,0,3.0313 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,,0 MB/s,0 IOPS,,0 MB/s,0 IOPS,No,,,Yes,Yes,Yes,Yes,Unknown,Yes,,$2.28 hourly,,,,$3.0736 hourly,,,,$2.38 hourly,,,,$3.752 hourly,,,,$5.016 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,
C8I 12xlarge Extra Large,c8i.12xlarge,c8i,"1,138,114.997",Compute optimized,282.0 fps,96 GiB,7200 MT/s,No,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,22.5 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,600,12,Yes,Yes,Yes,Yes,Unknown,No,,$2.249 hourly,,$0.8829 hourly,$1.0575 hourly,$3.4394 hourly,,$1.4013 hourly,$1.6972 hourly,$2.374 hourly,,$1.0079 hourly,$1.3038 hourly,$4.457 hourly,,$2.4329 hourly,$2.4798 hourly,$19.792 hourly,,$5.2682 hourly,,$10.217 hourly,,$22.457 hourly,,$3.0602 hourly,,$8.009 hourly,,$20.249 hourly,,<5%,,current,,,No,9.38x,,,,,,
G6e Graphics and Machine Learning GPU Double Extra Large,g6e.2xlarge,g6e,"163,968.026",GPU instance,143.0 fps,64 GiB,3200 MT/s,No,,,,,,,,0 units,8 vCPUs,8.00 GiB/vCPU,1,NVIDIA L40S,48 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 20 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,No,,$2.2421 hourly,$1.4125 hourly,$1.3757 hourly,$1.6937 hourly,$2.4973 hourly,$1.5277 hourly,$1.4909 hourly,$2.064 hourly,$2.3671 hourly,$1.4724 hourly,$1.5007 hourly,$2.0738 hourly,$2.6101 hourly,$1.7805 hourly,$0.7927 hourly,$0.8498 hourly,$33.144 hourly,$9.56 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,32.0°C,Yes,4.74x,76.0W,76.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz
